,plan_id,plan_label,distr,vote_circ,vote_sqre,total
1600,5191886672,266,5,134,126,260
1601,5191886672,266,6,124,115,239
1602,5191886800,267,1,131,125,256
1603,5191886800,267,2,141,103,244
1604,5191886800,267,3,132,130,262
1605,5191886800,267,4,108,135,243
1606,5191886800,267,5,117,121,238
1607,5191886800,267,6,129,128,257
1608,5191886928,268,1,123,118,241
1609,5191886928,268,2,141,103,244
1610,5191886928,268,3,132,130,262
1611,5191886928,268,4,116,142,258
1612,5191886928,268,5,117,121,238
1613,5191886928,268,6,129,128,257
1614,5191887056,269,1,130,126,256
1615,5191887056,269,2,141,103,244
1616,5191887056,269,3,132,130,262
1617,5191887056,269,4,109,134,243
1618,5191887056,269,5,117,121,238
1619,5191887056,269,6,129,128,257
1620,5191887184,270,1,130,126,256
1621,5191887184,270,2,141,103,244
1622,5191887184,270,3,129,121,250
1623,5191887184,270,4,112,143,255
1624,5191887184,270,5,117,121,238
1625,5191887184,270,6,129,128,257
1626,5191887312,271,1,114,134,248
1627,5191887312,271,2,147,108,255
1628,5191887312,271,3,138,121,259
1629,5191887312,271,4,110,137,247
1630,5191887312,271,5,127,116,243
1631,5191887312,271,6,122,126,248
1632,5191887440,272,1,110,133,243
1633,5191887440,272,2,142,116,258
1634,5191887440,272,3,127,121,248
1635,5191887440,272,4,122,132,254
1636,5191887440,272,5,135,114,249
1637,5191887440,272,6,122,126,248
1638,5191887568,273,1,121,124,245
1639,5191887568,273,2,144,119,263
1640,5191887568,273,3,112,131,243
1641,5191887568,273,4,130,121,251
1642,5191887568,273,5,122,128,250
1643,5191887568,273,6,129,119,248
1644,5191887696,274,1,123,121,244
1645,5191887696,274,2,141,110,251
1646,5191887696,274,3,110,128,238
1647,5191887696,274,4,129,131,260
1648,5191887696,274,5,127,124,251
1649,5191887696,274,6,128,128,256
1650,5191887824,275,1,121,135,256
1651,5191887824,275,2,138,112,250
1652,5191887824,275,3,114,131,245
1653,5191887824,275,4,133,121,254
1654,5191887824,275,5,133,117,250
1655,5191887824,275,6,119,126,245
1656,5191887952,276,1,127,121,248
1657,5191887952,276,2,132,128,260
1658,5191887952,276,3,112,133,245
1659,5191887952,276,4,124,122,246
1660,5191887952,276,5,133,120,253
1661,5191887952,276,6,130,118,248
1662,5191888208,277,1,114,123,237
1663,5191888208,277,2,132,128,260
1664,5191888208,277,3,120,131,251
1665,5191888208,277,4,123,118,241
1666,5191888208,277,5,139,124,263
1667,5191888208,277,6,130,118,248
1668,5191888464,278,1,123,126,249
1669,5191888464,278,2,124,115,239
1670,5191888464,278,3,117,141,258
1671,5191888464,278,4,134,114,248
1672,5191888464,278,5,126,120,246
1673,5191888464,278,6,134,126,260
1674,5191888592,279,1,131,127,258
1675,5191888592,279,2,121,123,244
1676,5191888592,279,3,113,137,250
1677,5191888592,279,4,130,117,247
1678,5191888592,279,5,128,110,238
1679,5191888592,279,6,135,128,263
1680,5191888720,280,1,124,118,242
1681,5191888720,280,2,121,123,244
1682,5191888720,280,3,113,137,250
1683,5191888720,280,4,137,126,263
1684,5191888720,280,5,128,110,238
1685,5191888720,280,6,135,128,263
1686,5191888848,281,1,113,136,249
1687,5191888848,281,2,141,115,256
1688,5191888848,281,3,131,130,261
1689,5191888848,281,4,126,115,241
1690,5191888848,281,5,134,113,247
1691,5191888848,281,6,113,133,246
1692,5194109200,282,1,108,143,251
1693,5194109200,282,2,124,115,239
1694,5194109200,282,3,148,110,258
1695,5194109200,282,4,123,121,244
1696,5194109200,282,5,132,121,253
1697,5194109200,282,6,123,132,255
1698,5194109328,283,1,119,127,246
1699,5194109328,283,2,124,121,245
1700,5194109328,283,3,134,118,252
1701,5194109328,283,4,127,119,246
1702,5194109328,283,5,126,129,255
1703,5194109328,283,6,128,128,256
1704,5194109456,284,1,134,104,238
1705,5194109456,284,2,126,116,242
1706,5194109456,284,3,143,117,260
1707,5194109456,284,4,118,142,260
1708,5194109456,284,5,124,137,261
1709,5194109456,284,6,113,126,239
1710,5194109584,285,1,118,128,246
1711,5194109584,285,2,133,118,251
1712,5194109584,285,3,144,110,254
1713,5194109584,285,4,123,135,258
1714,5194109584,285,5,121,125,246
1715,5194109584,285,6,119,126,245
1716,5194109712,286,1,117,131,248
1717,5194109712,286,2,140,110,250
1718,5194109712,286,3,136,105,241
1719,5194109712,286,4,116,132,248
1720,5194109712,286,5,124,137,261
1721,5194109712,286,6,125,127,252
1722,5194109840,287,1,110,137,247
1723,5194109840,287,2,147,104,251
1724,5194109840,287,3,135,122,257
1725,5194109840,287,4,115,133,248
1726,5194109840,287,5,124,130,254
1727,5194109840,287,6,127,116,243
1728,5194109968,288,1,108,129,237
1729,5194109968,288,2,136,106,242
1730,5194109968,288,3,142,117,259
1731,5194109968,288,4,114,134,248
1732,5194109968,288,5,122,137,259
1733,5194109968,288,6,136,119,255
1734,5194110096,289,1,115,130,245
1735,5194110096,289,2,148,113,261
1736,5194110096,289,3,121,123,244
1737,5194110096,289,4,128,129,257
1738,5194110096,289,5,126,128,254
1739,5194110096,289,6,120,119,239
1740,5194110224,290,1,148,114,262
1741,5194110224,290,2,119,119,238
1742,5194110224,290,3,130,120,250
1743,5194110224,290,4,113,148,261
1744,5194110224,290,5,124,116,240
1745,5194110224,290,6,124,125,249
1746,5194110352,291,1,139,110,249
1747,5194110352,291,2,128,131,259
1748,5194110352,291,3,130,120,250
1749,5194110352,291,4,108,143,251
1750,5194110352,291,5,133,121,254
1751,5194110352,291,6,120,117,237
1752,5194110480,292,1,133,109,242
1753,5194110480,292,2,123,139,262
1754,5194110480,292,3,122,133,255
1755,5194110480,292,4,117,129,246
1756,5194110480,292,5,129,111,240
1757,5194110480,292,6,134,121,255
1758,5194110608,293,1,129,118,247
1759,5194110608,293,2,111,133,244
1760,5194110608,293,3,134,127,261
1761,5194110608,293,4,114,128,242
1762,5194110608,293,5,145,113,258
1763,5194110608,293,6,125,123,248
1764,5194110736,294,1,121,126,247
1765,5194110736,294,2,132,123,255
1766,5194110736,294,3,132,116,248
1767,5194110736,294,4,115,130,245
1768,5194110736,294,5,133,120,253
1769,5194110736,294,6,125,127,252
1770,5194110864,295,1,126,134,260
1771,5194110864,295,2,125,117,242
1772,5194110864,295,3,137,106,243
1773,5194110864,295,4,111,141,252
1774,5194110864,295,5,138,121,259
1775,5194110864,295,6,121,123,244
1776,5194110992,296,1,126,134,260
1777,5194110992,296,2,132,127,259
1778,5194110992,296,3,137,106,243
1779,5194110992,296,4,111,141,252
1780,5194110992,296,5,131,111,242
1781,5194110992,296,6,121,123,244
1782,5194111120,297,1,120,143,263
1783,5194111120,297,2,128,131,259
1784,5194111120,297,3,130,118,248
1785,5194111120,297,4,117,120,237
1786,5194111120,297,5,130,109,239
1787,5194111120,297,6,133,121,254
1788,5194111248,298,1,120,143,263
1789,5194111248,298,2,120,117,237
1790,5194111248,298,3,130,118,248
1791,5194111248,298,4,117,120,237
1792,5194111248,298,5,138,123,261
1793,5194111248,298,6,133,121,254
1794,5194111376,299,1,116,129,245
1795,5194111376,299,2,119,126,245
1796,5194111376,299,3,133,105,238
1797,5194111376,299,4,121,133,254
1798,5194111376,299,5,126,129,255
1799,5194111376,299,6,143,120,263
1800,5194111632,300,1,125,125,250
1801,5194111632,300,2,117,127,244
1802,5194111632,300,3,151,112,263
1803,5194111632,300,4,111,128,239
1804,5194111632,300,5,120,125,245
1805,5194111632,300,6,134,125,259
1806,5194111760,301,1,124,134,258
1807,5194111760,301,2,122,126,248
1808,5194111760,301,3,147,108,255
1809,5194111760,301,4,115,126,241
1810,5194111760,301,5,129,126,255
1811,5194111760,301,6,121,122,243
1812,5194111888,302,1,122,123,245
1813,5194111888,302,2,143,119,262
1814,5194111888,302,3,132,109,241
1815,5194111888,302,4,133,124,257
1816,5194111888,302,5,115,134,249
1817,5194111888,302,6,113,133,246
1818,5194112016,303,1,110,133,243
1819,5194112016,303,2,136,109,245
1820,5194112016,303,3,140,123,263
1821,5194112016,303,4,145,105,250
1822,5194112016,303,5,109,138,247
1823,5194112016,303,6,118,134,252
1824,5194112144,304,1,115,133,248
1825,5194112144,304,2,121,118,239
1826,5194112144,304,3,138,106,244
1827,5194112144,304,4,137,109,246
1828,5194112144,304,5,121,142,263
1829,5194112144,304,6,126,134,260
1830,5194112400,305,1,118,132,250
1831,5194112400,305,2,121,118,239
1832,5194112400,305,3,138,106,244
1833,5194112400,305,4,145,116,261
1834,5194112400,305,5,110,136,246
1835,5194112400,305,6,126,134,260
1836,5194112528,306,1,120,142,262
1837,5194112528,306,2,127,115,242
1838,5194112528,306,3,121,135,256
1839,5194112528,306,4,135,120,255
1840,5194112528,306,5,128,110,238
1841,5194112528,306,6,127,120,247
1842,5194112656,307,1,120,142,262
1843,5194112656,307,2,127,115,242
1844,5194112656,307,3,117,123,240
1845,5194112656,307,4,135,120,255
1846,5194112656,307,5,132,122,254
1847,5194112656,307,6,127,120,247
1848,5194112784,308,1,116,147,263
1849,5194112784,308,2,130,122,252
1850,5194112784,308,3,123,115,238
1851,5194112784,308,4,127,115,242
1852,5194112784,308,5,140,115,255
1853,5194112784,308,6,122,128,250
1854,5194112912,309,1,114,136,250
1855,5194112912,309,2,118,123,241
1856,5194112912,309,3,145,118,263
1857,5194112912,309,4,132,122,254
1858,5194112912,309,5,127,118,245
1859,5194112912,309,6,122,125,247
1860,5196337232,310,1,130,126,256
1861,5196337232,310,2,135,123,258
1862,5196337232,310,3,109,134,243
1863,5196337232,310,4,126,117,243
1864,5196337232,310,5,129,128,257
1865,5196337232,310,6,129,114,243
1866,5196337360,311,1,119,125,244
1867,5196337360,311,2,129,132,261
1868,5196337360,311,3,113,130,243
1869,5196337360,311,4,131,118,249
1870,5196337360,311,5,126,120,246
1871,5196337360,311,6,140,117,257
1872,5196337488,312,1,129,134,263
1873,5196337488,312,2,123,128,251
1874,5196337488,312,3,117,138,255
1875,5196337488,312,4,128,109,237
1876,5196337488,312,5,126,120,246
1877,5196337488,312,6,135,113,248
1878,5196337616,313,1,131,129,260
1879,5196337616,313,2,122,126,248
1880,5196337616,313,3,119,128,247
1881,5196337616,313,4,129,123,252
1882,5196337616,313,5,130,120,250
1883,5196337616,313,6,127,116,243
1884,5196337744,314,1,128,130,258
1885,5196337744,314,2,122,125,247
1886,5196337744,314,3,110,134,244
1887,5196337744,314,4,136,113,249
1888,5196337744,314,5,131,111,242
1889,5196337744,314,6,131,129,260
1890,5196337872,315,1,125,122,247
1891,5196337872,315,2,129,129,258
1892,5196337872,315,3,115,129,244
1893,5196337872,315,4,144,108,252
1894,5196337872,315,5,126,129,255
1895,5196337872,315,6,119,125,244
1896,5196338128,316,1,118,125,243
1897,5196338128,316,2,129,119,248
1898,5196338128,316,3,129,131,260
1899,5196338128,316,4,147,108,255
1900,5196338128,316,5,119,134,253
1901,5196338128,316,6,116,125,241
1902,5196338256,317,1,126,132,258
1903,5196338256,317,2,129,119,248
1904,5196338256,317,3,121,124,245
1905,5196338256,317,4,147,108,255
1906,5196338256,317,5,119,134,253
1907,5196338256,317,6,116,125,241
1908,5196338384,318,1,129,132,261
1909,5196338384,318,2,125,116,241
1910,5196338384,318,3,116,131,247
1911,5196338384,318,4,131,112,243
1912,5196338384,318,5,128,125,253
1913,5196338384,318,6,129,126,255
1914,5196338512,319,1,124,129,253
1915,5196338512,319,2,149,111,260
1916,5196338512,319,3,120,123,243
1917,5196338512,319,4,132,128,260
1918,5196338512,319,5,111,129,240
1919,5196338512,319,6,122,122,244
1920,5196338640,320,1,124,129,253
1921,5196338640,320,2,139,104,243
1922,5196338640,320,3,130,130,260
1923,5196338640,320,4,132,128,260
1924,5196338640,320,5,111,129,240
1925,5196338640,320,6,122,122,244
1926,5196338768,321,1,121,125,246
1927,5196338768,321,2,139,104,243
1928,5196338768,321,3,129,132,261
1929,5196338768,321,4,131,130,261
1930,5196338768,321,5,111,129,240
1931,5196338768,321,6,127,122,249
1932,5196338896,322,1,121,125,246
1933,5196338896,322,2,139,104,243
1934,5196338896,322,3,121,120,241
1935,5196338896,322,4,131,130,261
1936,5196338896,322,5,119,141,260
1937,5196338896,322,6,127,122,249
1938,5196339024,323,1,149,110,259
1939,5196339024,323,2,126,122,248
1940,5196339024,323,3,111,141,252
1941,5196339024,323,4,124,123,247
1942,5196339024,323,5,128,112,240
1943,5196339024,323,6,120,134,254
1944,5196339408,324,1,129,111,240
1945,5196339408,324,2,123,132,255
1946,5196339408,324,3,114,131,245
1947,5196339408,324,4,135,123,258
1948,5196339408,324,5,139,112,251
1949,5196339408,324,6,118,133,251
1950,5196339664,325,1,124,117,241
1951,5196339664,325,2,113,133,246
1952,5196339664,325,3,114,147,261
1953,5196339664,325,4,133,112,245
1954,5196339664,325,5,141,117,258
1955,5196339664,325,6,133,116,249
1956,5196339792,326,1,128,124,252
1957,5196339792,326,2,113,133,246
1958,5196339792,326,3,110,140,250
1959,5196339792,326,4,133,112,245
1960,5196339792,326,5,141,117,258
1961,5196339792,326,6,133,116,249
1962,5196339920,327,1,132,121,253
1963,5196339920,327,2,126,128,254
1964,5196339920,327,3,121,135,256
1965,5196339920,327,4,142,111,253
1966,5196339920,327,5,121,121,242
1967,5196339920,327,6,116,126,242
1968,5196340048,328,1,119,128,247
1969,5196340048,328,2,122,128,250
1970,5196340048,328,3,112,137,249
1971,5196340048,328,4,141,107,248
1972,5196340048,328,5,126,125,251
1973,5196340048,328,6,138,117,255
1974,5196340176,329,1,126,130,256
1975,5196340176,329,2,122,125,247
1976,5196340176,329,3,125,130,255
1977,5196340176,329,4,134,124,258
1978,5196340176,329,5,120,121,241
1979,5196340176,329,6,131,112,243
1980,5196340304,330,1,126,130,256
1981,5196340304,330,2,122,125,247
1982,5196340304,330,3,119,133,252
1983,5196340304,330,4,140,121,261
1984,5196340304,330,5,120,121,241
1985,5196340304,330,6,131,112,243
1986,5196340432,331,1,129,121,250
1987,5196340432,331,2,123,128,251
1988,5196340432,331,3,117,143,260
1989,5196340432,331,4,138,124,262
1990,5196340432,331,5,130,109,239
1991,5196340432,331,6,121,117,238
1992,5196340560,332,1,125,125,250
1993,5196340560,332,2,119,126,245
1994,5196340560,332,3,119,136,255
1995,5196340560,332,4,134,112,246
1996,5196340560,332,5,138,123,261
1997,5196340560,332,6,123,120,243
1998,5196340688,333,1,125,125,250
1999,5196340688,333,2,119,126,245
2000,5196340688,333,3,110,131,241
2001,5196340688,333,4,134,112,246
2002,5196340688,333,5,138,123,261
2003,5196340688,333,6,132,125,257
2004,5196340816,334,1,128,128,256
2005,5196340816,334,2,117,127,244
2006,5196340816,334,3,120,123,243
2007,5196340816,334,4,132,116,248
2008,5196340816,334,5,140,121,261
2009,5196340816,334,6,121,127,248
2010,5196340944,335,1,123,136,259
2011,5196340944,335,2,116,127,243
2012,5196340944,335,3,131,131,262
2013,5196340944,335,4,147,108,255
2014,5196340944,335,5,120,117,237
2015,5196340944,335,6,121,123,244
2016,5196341072,336,1,134,124,258
2017,5196341072,336,2,121,118,239
2018,5196341072,336,3,113,140,253
2019,5196341072,336,4,142,103,245
2020,5196341072,336,5,127,136,263
2021,5196341072,336,6,121,121,242
2022,5196341200,337,1,135,109,244
2023,5196341200,337,2,129,129,258
2024,5196341200,337,3,118,144,262
2025,5196341200,337,4,138,107,245
2026,5196341200,337,5,118,123,241
2027,5196341200,337,6,120,130,250
2028,5198549136,338,1,140,106,246
2029,5198549136,338,2,121,123,244
2030,5198549136,338,3,116,142,258
2031,5198549136,338,4,122,117,239
2032,5198549136,338,5,136,117,253
2033,5198549136,338,6,123,137,260
2034,5198549264,339,1,140,106,246
2035,5198549264,339,2,121,123,244
2036,5198549264,339,3,117,140,257
2037,5198549264,339,4,122,117,239
2038,5198549264,339,5,136,117,253
2039,5198549264,339,6,122,139,261
2040,5198549392,340,1,122,132,254
2041,5198549392,340,2,132,116,248
2042,5198549392,340,3,117,138,255
2043,5198549392,340,4,119,122,241
2044,5198549392,340,5,136,105,241
2045,5198549392,340,6,132,129,261
2046,5198549520,341,1,124,131,255
2047,5198549520,341,2,134,110,244
2048,5198549520,341,3,110,134,244
2049,5198549520,341,4,141,122,263
2050,5198549520,341,5,126,120,246
2051,5198549520,341,6,123,125,248
2052,5198549648,342,1,129,132,261
2053,5198549648,342,2,129,109,238
2054,5198549648,342,3,110,137,247
2055,5198549648,342,4,134,114,248
2056,5198549648,342,5,126,120,246
2057,5198549648,342,6,130,130,260
2058,5198549776,343,1,129,132,261
2059,5198549776,343,2,129,109,238
2060,5198549776,343,3,110,137,247
2061,5198549776,343,4,142,121,263
2062,5198549776,343,5,126,120,246
2063,5198549776,343,6,122,123,245
2064,5198549904,344,1,135,121,256
2065,5198549904,344,2,113,137,250
2066,5198549904,344,3,127,116,243
2067,5198549904,344,4,134,121,255
2068,5198549904,344,5,122,126,248
2069,5198549904,344,6,127,121,248
2070,5198550032,345,1,141,116,257
2071,5198550032,345,2,118,139,257
2072,5198550032,345,3,132,126,258
2073,5198550032,345,4,121,125,246
2074,5198550032,345,5,119,126,245
2075,5198550032,345,6,127,110,237
2076,5198550160,346,1,126,121,247
2077,5198550160,346,2,126,137,263
2078,5198550160,346,3,146,107,253
2079,5198550160,346,4,118,120,238
2080,5198550160,346,5,113,126,239
2081,5198550160,346,6,129,131,260
2082,5198550288,347,1,126,131,257
2083,5198550288,347,2,126,119,245
2084,5198550288,347,3,141,110,251
2085,5198550288,347,4,121,135,256
2086,5198550288,347,5,122,119,241
2087,5198550288,347,6,122,128,250
2088,5198550416,348,1,118,128,246
2089,5198550416,348,2,146,113,259
2090,5198550416,348,3,138,112,250
2091,5198550416,348,4,114,132,246
2092,5198550416,348,5,132,121,253
2093,5198550416,348,6,110,136,246
2094,5198550544,349,1,127,132,259
2095,5198550544,349,2,137,109,246
2096,5198550544,349,3,139,111,250
2097,5198550544,349,4,114,134,248
2098,5198550544,349,5,123,117,240
2099,5198550544,349,6,118,139,257
2100,5198550672,350,1,122,126,248
2101,5198550672,350,2,120,131,251
2102,5198550672,350,3,123,118,241
2103,5198550672,350,4,123,128,251
2104,5198550672,350,5,136,115,251
2105,5198550672,350,6,134,124,258
2106,5198550800,351,1,130,126,256
2107,5198550800,351,2,117,124,241
2108,5198550800,351,3,125,125,250
2109,5198550800,351,4,124,128,252
2110,5198550800,351,5,131,126,257
2111,5198550800,351,6,131,113,244
2112,5198550928,352,1,136,111,247
2113,5198550928,352,2,110,136,246
2114,5198550928,352,3,142,120,262
2115,5198550928,352,4,121,128,249
2116,5198550928,352,5,116,130,246
2117,5198550928,352,6,133,117,250
2118,5198551056,353,1,137,115,252
2119,5198551056,353,2,110,132,242
2120,5198551056,353,3,137,111,248
2121,5198551056,353,4,122,134,256
2122,5198551056,353,5,116,134,250
2123,5198551056,353,6,136,116,252
2124,5198551184,354,1,138,119,257
2125,5198551184,354,2,113,137,250
2126,5198551184,354,3,134,105,239
2127,5198551184,354,4,119,125,244
2128,5198551184,354,5,133,127,260
2129,5198551184,354,6,121,129,250
2130,5198551312,355,1,133,119,252
2131,5198551312,355,2,113,137,250
2132,5198551312,355,3,134,105,239
2133,5198551312,355,4,124,125,249
2134,5198551312,355,5,133,127,260
2135,5198551312,355,6,121,129,250
2136,5198551568,356,1,128,112,240
2137,5198551568,356,2,113,137,250
2138,5198551568,356,3,134,105,239
2139,5198551568,356,4,129,132,261
2140,5198551568,356,5,133,127,260
2141,5198551568,356,6,121,129,250
2142,5198551696,357,1,130,126,256
2143,5198551696,357,2,121,131,252
2144,5198551696,357,3,138,104,242
2145,5198551696,357,4,119,141,260
2146,5198551696,357,5,117,130,247
2147,5198551696,357,6,133,110,243
2148,5198551824,358,1,120,130,250
2149,5198551824,358,2,118,128,246
2150,5198551824,358,3,121,125,246
2151,5198551824,358,4,124,118,242
2152,5198551824,358,5,149,111,260
2153,5198551824,358,6,126,130,256
2154,5198551952,359,1,116,121,237
2155,5198551952,359,2,118,128,246
2156,5198551952,359,3,121,125,246
2157,5198551952,359,4,128,127,255
2158,5198551952,359,5,149,111,260
2159,5198551952,359,6,126,130,256
2160,5198552080,360,1,142,112,254
2161,5198552080,360,2,129,123,252
2162,5198552080,360,3,117,140,257
2163,5198552080,360,4,111,129,240
2164,5198552080,360,5,140,112,252
2165,5198552080,360,6,119,126,245
2166,5198552208,361,1,130,124,254
2167,5198552208,361,2,147,108,255
2168,5198552208,361,3,108,129,237
2169,5198552208,361,4,125,127,252
2170,5198552208,361,5,119,125,244
2171,5198552208,361,6,129,129,258
2172,5198552464,362,1,132,125,257
2173,5198552464,362,2,142,110,252
2174,5198552464,362,3,122,136,258
2175,5198552464,362,4,117,125,242
2176,5198552464,362,5,116,134,250
2177,5198552464,362,6,129,112,241
2178,5198552592,363,1,129,122,251
2179,5198552592,363,2,131,111,242
2180,5198552592,363,3,117,140,257
2181,5198552592,363,4,120,130,250
2182,5198552592,363,5,119,127,246
2183,5198552592,363,6,142,112,254
2184,5198552720,364,1,135,126,261
2185,5198552720,364,2,133,109,242
2186,5198552720,364,3,110,128,238
2187,5198552720,364,4,118,125,243
2188,5198552720,364,5,127,129,256
2189,5198552720,364,6,135,125,260
2190,5198552848,365,1,119,130,249
2191,5198552848,365,2,137,112,249
2192,5198552848,365,3,113,132,245
2193,5198552848,365,4,140,117,257
2194,5198552848,365,5,132,128,260
2195,5198552848,365,6,117,123,240
2196,5198552976,366,1,120,142,262
2197,5198552976,366,2,128,118,246
2198,5198552976,366,3,123,134,257
2199,5198552976,366,4,141,109,250
2200,5198552976,366,5,116,127,243
2201,5198552976,366,6,130,112,242
2202,5200781456,367,1,114,136,250
2203,5200781456,367,2,128,118,246
2204,5200781456,367,3,123,134,257
2205,5200781456,367,4,141,109,250
2206,5200781456,367,5,116,127,243
2207,5200781456,367,6,136,118,254
2208,5200781520,368,1,132,120,252
2209,5200781520,368,2,135,128,263
2210,5200781520,368,3,118,140,258
2211,5200781520,368,4,136,102,238
2212,5200781520,368,5,113,126,239
2213,5200781520,368,6,124,126,250
2214,5200781776,369,1,120,134,254
2215,5200781776,369,2,125,116,241
2216,5200781776,369,3,144,112,256
2217,5200781776,369,4,130,116,246
2218,5200781776,369,5,119,126,245
2219,5200781776,369,6,120,138,258
2220,5200781904,370,1,115,127,242
2221,5200781904,370,2,125,116,241
2222,5200781904,370,3,144,112,256
2223,5200781904,370,4,135,123,258
2224,5200781904,370,5,119,126,245
2225,5200781904,370,6,120,138,258
2226,5200782032,371,1,119,132,251
2227,5200782032,371,2,127,121,248
2228,5200782032,371,3,140,113,253
2229,5200782032,371,4,125,124,249
2230,5200782032,371,5,122,126,248
2231,5200782032,371,6,125,126,251
2232,5200782160,372,1,119,132,251
2233,5200782160,372,2,127,122,249
2234,5200782160,372,3,140,113,253
2235,5200782160,372,4,125,124,249
2236,5200782160,372,5,122,125,247
2237,5200782160,372,6,125,126,251
2238,5200782288,373,1,121,116,237
2239,5200782288,373,2,145,111,256
2240,5200782288,373,3,136,127,263
2241,5200782288,373,4,122,118,240
2242,5200782288,373,5,117,130,247
2243,5200782288,373,6,117,140,257
2244,5200782416,374,1,112,137,249
2245,5200782416,374,2,125,117,242
2246,5200782416,374,3,144,111,255
2247,5200782416,374,4,130,127,257
2248,5200782416,374,5,129,128,257
2249,5200782416,374,6,118,122,240
2250,5200782544,375,1,112,137,249
2251,5200782544,375,2,138,114,252
2252,5200782544,375,3,142,103,245
2253,5200782544,375,4,115,131,246
2254,5200782544,375,5,119,126,245
2255,5200782544,375,6,132,131,263
2256,5200782672,376,1,121,130,251
2257,5200782672,376,2,144,108,252
2258,5200782672,376,3,137,126,263
2259,5200782672,376,4,127,125,252
2260,5200782672,376,5,115,125,240
2261,5200782672,376,6,114,128,242
2262,5200782800,377,1,129,122,251
2263,5200782800,377,2,131,110,241
2264,5200782800,377,3,137,121,258
2265,5200782800,377,4,112,131,243
2266,5200782800,377,5,132,131,263
2267,5200782800,377,6,117,127,244
2268,5200782928,378,1,131,117,248
2269,5200782928,378,2,131,110,241
2270,5200782928,378,3,137,121,258
2271,5200782928,378,4,120,143,263
2272,5200782928,378,5,122,124,246
2273,5200782928,378,6,117,127,244
2274,5200783056,379,1,133,130,263
2275,5200783056,379,2,120,132,252
2276,5200783056,379,3,122,120,242
2277,5200783056,379,4,139,103,242
2278,5200783056,379,5,131,131,262
2279,5200783056,379,6,113,126,239
2280,5200783184,380,1,128,133,261
2281,5200783184,380,2,117,138,255
2282,5200783184,380,3,124,119,243
2283,5200783184,380,4,134,111,245
2284,5200783184,380,5,133,116,249
2285,5200783184,380,6,122,125,247
2286,5200783312,381,1,112,127,239
2287,5200783312,381,2,118,139,257
2288,5200783312,381,3,128,122,250
2289,5200783312,381,4,142,113,255
2290,5200783312,381,5,129,112,241
2291,5200783312,381,6,129,129,258
2292,5200783440,382,1,119,135,254
2293,5200783440,382,2,117,138,255
2294,5200783440,382,3,130,118,248
2295,5200783440,382,4,140,114,254
2296,5200783440,382,5,130,112,242
2297,5200783440,382,6,122,125,247
2298,5200783568,383,1,118,126,244
2299,5200783568,383,2,117,138,255
2300,5200783568,383,3,141,122,263
2301,5200783568,383,4,137,113,250
2302,5200783568,383,5,132,117,249
2303,5200783568,383,6,113,126,239
2304,5200783824,384,1,114,134,248
2305,5200783824,384,2,121,142,263
2306,5200783824,384,3,115,123,238
2307,5200783824,384,4,134,106,240
2308,5200783824,384,5,145,118,263
2309,5200783824,384,6,129,119,248
2310,5200783952,385,1,115,133,248
2311,5200783952,385,2,121,142,263
2312,5200783952,385,3,121,124,245
2313,5200783952,385,4,142,115,257
2314,5200783952,385,5,136,111,247
2315,5200783952,385,6,123,117,240
2316,5200784080,386,1,133,113,246
2317,5200784080,386,2,121,142,263
2318,5200784080,386,3,133,123,256
2319,5200784080,386,4,130,116,246
2320,5200784080,386,5,118,130,248
2321,5200784080,386,6,123,118,241
2322,5200784208,387,1,116,126,242
2323,5200784208,387,2,129,129,258
2324,5200784208,387,3,124,121,245
2325,5200784208,387,4,146,104,250
2326,5200784208,387,5,122,139,261
2327,5200784208,387,6,121,123,244
2328,5200784336,388,1,120,136,256
2329,5200784336,388,2,122,129,251
2330,5200784336,388,3,127,122,249
2331,5200784336,388,4,133,109,242
2332,5200784336,388,5,134,121,255
2333,5200784336,388,6,122,125,247
2334,5200784464,389,1,117,135,252
2335,5200784464,389,2,120,129,249
2336,5200784464,389,3,119,136,255
2337,5200784464,389,4,138,105,243
2338,5200784464,389,5,122,116,238
2339,5200784464,389,6,142,121,263
2340,5200784592,390,1,118,144,262
2341,5200784592,390,2,144,119,263
2342,5200784592,390,3,118,134,252
2343,5200784592,390,4,130,107,237
2344,5200784592,390,5,120,128,248
2345,5200784592,390,6,128,110,238
2346,5200784720,391,1,120,131,251
2347,5200784720,391,2,117,127,244
2348,5200784720,391,3,127,119,246
2349,5200784720,391,4,129,126,255
2350,5200784720,391,5,132,124,256
2351,5200784720,391,6,133,115,248
2352,5200784848,392,1,114,134,248
2353,5200784848,392,2,131,128,259
2354,5200784848,392,3,126,122,248
2355,5200784848,392,4,141,116,257
2356,5200784848,392,5,122,119,241
2357,5200784848,392,6,124,123,247
2358,5200785104,393,1,122,136,258
2359,5200785104,393,2,128,124,252
2360,5200785104,393,3,113,126,239
2361,5200785104,393,4,118,139,257
2362,5200785104,393,5,132,107,239
2363,5200785104,393,6,145,110,255
2364,5200785232,394,1,113,133,246
2365,5200785232,394,2,138,125,263
2366,5200785232,394,3,113,126,239
2367,5200785232,394,4,120,139,259
2368,5200785232,394,5,132,114,246
2369,5200785232,394,6,142,105,247
2370,5200785360,395,1,135,106,241
2371,5200785360,395,2,127,122,249
2372,5200785360,395,3,116,127,243
2373,5200785360,395,4,119,141,260
2374,5200785360,395,5,118,135,253
2375,5200785360,395,6,143,111,254
