,plan_id,plan_label,distr,vote_circ,vote_sqre,total
0,5026169680,0,1,124,130,254
1,5026169680,0,2,126,128,254
2,5026169680,0,3,146,103,249
3,5026169680,0,4,117,125,242
4,5026169680,0,5,119,126,245
5,5026169680,0,6,126,130,256
